"","X1","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","plot_1","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index"
"1",1,"ac_103.CSV",11.4987583479675,30,10.5333333333333,4.80993132872395,20,5.97624928827066,23.286,17.8433333333333,5.76063830747405,8.40776699029126,0,0.7125,410.426017522585,13.7863042687986,14.8446566861848,4.90696044222991,"ac_103.CSV",11.6599177068306,6.12051867621453,10.913053196245,89.086946803755,23.286,596.633333333333,3.43333333333333,0.942059766216692
"2",1,"ac_104.CSV",8.12181783701082,50,6.64,3.94068006934613,21,3.94846805736098,21.484,13.6452,6.95755043364363,8.01773835920177,3,0.711818181818182,142.581108280815,7.8323796047105,9.01304266097362,6.25323562613135,"ac_104.CSV",8.35543185185185,4.29041734854295,9.76438478248761,90.2356152175124,21.484,359.16,4.5,0.937325720227727
"3",1,"ac_107.CSV",8.2285783510588,40,7.15,3.70160751269411,20,4.73048623293631,22.52,15.4499,6.45413291791743,8.05633802816901,0,0.661458333333333,377.875906253917,12.6214152662738,14.7843086727174,4.93695971948272,"ac_107.CSV",7.54451839904421,4.98505618238009,6.2447493699244,93.7552506300756,22.52,446.475,3.325,0.906323554125882
"4",1,"bp_98_1.CSV",5.11248377216645,50,4.42,2.07884887718458,10,2.41735392526622,12.414,7.552,4.01827149678027,8.10714285714286,3,0.626153846153846,14.8424402961433,2.59733526041497,2.8453980110256,3.04065882361581,"bp_98_1.CSV",4.84398033450934,2.39604079375474,29.9239996337332,70.0760003662668,12.414,436.94,3.3,0.888045320068781
"5",1,"bp_98_2.CSV",5.69124308783784,40,5,1.43941965577694,8,1.7464249196573,12.751,8.2973,5.18945740503873,8.01873536299766,1,0.551785714285714,9.4151063744188,2.38592186576602,1.92937379086541,2.45501554854338,"bp_98_2.CSV",5.25334097667349,1.9229078407473,15.1737668161435,84.8262331838565,12.751,446.1,2.65,0.696367346399995
"6",1,"bs_40_e.CSV",9.03677414460192,40,6.925,4.96915768960394,23,6.55128804129386,25.83,18.937875,6.81785717140906,8.07326007326007,0,0.663888888888889,1692.13271357963,29.3148416323897,28.857802647595,6.82035476627283,"bs_40_e.CSV",7.18827181471512,6.36252278278744,3.24995930768813,96.7500406923119,25.83,460.875,4.8,0.856634942988152
"7",1,"bs_40f.CSV",12.0440601927527,40,9.5,6.58511333832899,29,7.77174369109018,30.694,22.45785,7.26634239304656,14.868068833652,0,0.6484375,1399.98836428515,27.1562445029787,25.7395949614517,7.81216506826668,"bs_40f.CSV",10.7682639565485,7.90828399221462,2.65452959773248,97.3454704022675,30.694,458.75,6.425,0.943302227160726
"8",1,"bs_40x.CSV",11.9721954444464,40,10.25,4.2066564047681,23,5.92347026665957,30.073,21.67,7.23403126152402,8.0183908045977,0,0.635483870967742,790.265143218276,21.4397706716911,18.1824469410355,3.843261008504,"bs_40x.CSV",11.1217968210469,5.95187460131489,1.76600441501104,98.233995584989,30.073,464.425,3.45,0.883831773161637
"9",1,"bs_42a.CSV",12.0421441283812,40,10.775,7.05602609739525,25,8.72206254277049,25.457,18.192275,6.52078597976426,8.15503875968992,0,0.7,890.925974397411,18.8294085250116,23.1598650470082,7.2936069582133,"bs_42a.CSV",10.8722862962544,7.80954167890885,6.0842765290398,93.9157234709602,25.457,470.575,4.9,0.95637280316593
"10",1,"bs_42b.CSV",12.5339012259528,40,9.9,7.81898049665583,25,9.18095855561934,26.89,20.7378,5.84184726429925,9.70824524312896,0,0.689285714285714,1838.93037487116,28.2884754626504,32.2287531696494,7.8922398764018,"bs_42b.CSV",11.8185655119595,9.30248348142628,7.94511632951895,92.054883670481,26.89,461.075,5.15,0.860053512170949
