"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index"
"1","bs_42c.CSV",16.9965351176707,40,15.65,6.57888713912524,24,8.18397825021548,25.595,21.66705,5.63689906522554,8.31007751937985,0,0.739814814814815,849.728979531857,16.4618197552594,24.0569630227344,4.85913794164124,"bs_42c.CSV",16.0728860896654,7.67396923497415,13.4973637961336,86.5026362038664,25.595,426.85,2.5,0.748733092600401
