"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index"
"1","cp_3.CSV",10.1869655813071,40,7.6,7.12473425294338,28,7.82559901860554,30.222,20.776625,6.57742661973047,8.15157894736842,0,0.763709677419355,2472.03503335663,28.9459802503212,40.4248099649788,8.15198100727355,"cp_3.CSV",9.4239356113577,8.78167105077661,6.01177210126292,93.9882278987371,30.222,437.575,6.625,0.928714706082636
