"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index"
"1","ltreb_bp_80_2.CSV",8.21364563153036,40,8.1,2.416710824438,12,3.05614135798723,15.438,11.17315,6.01580422340114,8.97854077253219,0,0.5546875,23.6404520554013,3.96726868483748,2.81091288333687,2.02949388095173,"ltreb_bp_80_2.CSV",6.87656069327598,3.02446206535864,7.82461664042913,92.1753833595709,15.438,428.875,2.5,0.807996746432046
