"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index"
"1","rp97_3.CSV",3.16683178198021,30,3.03333333333333,3.90383784941119,9,3.73705171967897,11.673,3.82376666666667,1.57527318145331,8.03571428571429,15,0.848717948717949,6.01894929300902,0.774720567557312,2.32782244494994,4.83143604469965,"rp97_3.CSV",6.38807169410515,2.70750341235728,72.8184770840852,27.1815229159148,11.673,461.933333333333,2.26666666666667,0.956869180332827
