"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index"
"1","red_pine_plain2.CSV",17.163007485989,40,17.05,1.29377777709773,19,2.03654118544162,21.098,19.43345,4.45496677804364,8.01900237529691,0,0.680681818181818,13.8024846579437,3.12134436542018,2.01486823648681,0.968582018024816,"red_pine_plain2.CSV",16.3013882320782,2.25356863432848,14.7906597565947,85.2093402434053,21.098,429.425,1.7,0.499777285688121
