"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index"
"1","dnr_1987_2.CSV",7.46957021404115,40,6.875,3.03775915534034,15,3.74958331018261,16.239,11.20085,6.8946266106619,8.03611738148984,0,0.616176470588235,42.7038949862111,4.57016186591716,4.67092233991614,2.76232114910074,"dnr_1987_2.CSV",6.4640255316852,3.30511553590656,2.76596861386659,97.2340313861334,16.239,476.425,2.975,0.870118189445257
