"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index"
"1","bs_42b.CSV",12.5339012259528,40,9.9,7.81898049665583,25,9.18095855561934,26.89,20.7378,5.84184726429925,9.70824524312896,0,0.689285714285714,1838.93037487116,28.2884754626504,32.2287531696494,7.8922398764018,"bs_42b.CSV",11.8185655119595,9.30248348142628,7.94511632951895,92.054883670481,26.89,461.075,5.15,0.860053512170949
